"TreeNo","NoRates","RootState","NoGains","NoLosses","MaxAgeStartLich","MaxAgeEndLich","GainNodeBegin_1","GainNodeBegin_2","GainNodeBegin_3","GainNodeBegin_4","GainNodeBegin_5","GainNodeBegin_6","GainNodeBegin_7","GainNodeBegin_8","GainNodeBegin_9","GainNodeBegin_10","GainNodeBegin_11","GainNodeBegin_12","GainNodeBegin_13","GainNodeBegin_14","GainNodeBegin_15","GainNodeBegin_16","GainNodeBegin_17","GainNodeBegin_18","GainNodeBegin_19","GainNodeBegin_20","GainNodeBegin_21","GainNodeBegin_22","GainNodeBegin_23","GainNodeBegin_24","GainNodeBegin_25","GainNodeEnd_1","GainNodeEnd_2","GainNodeEnd_3","GainNodeEnd_4","GainNodeEnd_5","GainNodeEnd_6","GainNodeEnd_7","GainNodeEnd_8","GainNodeEnd_9","GainNodeEnd_10","GainNodeEnd_11","GainNodeEnd_12","GainNodeEnd_13","GainNodeEnd_14","GainNodeEnd_15","GainNodeEnd_16","GainNodeEnd_17","GainNodeEnd_18","GainNodeEnd_19","GainNodeEnd_20","GainNodeEnd_21","GainNodeEnd_22","GainNodeEnd_23","GainNodeEnd_24","GainNodeEnd_25","GainBegin_1","GainBegin_2","GainBegin_3","GainBegin_4","GainBegin_5","GainBegin_6","GainBegin_7","GainBegin_8","GainBegin_9","GainBegin_10","GainBegin_11","GainBegin_12","GainBegin_13","GainBegin_14","GainBegin_15","GainBegin_16","GainBegin_17","GainBegin_18","GainBegin_19","GainBegin_20","GainBegin_21","GainBegin_22","GainBegin_23","GainBegin_24","GainBegin_25","GainEnd_1","GainEnd_2","GainEnd_3","GainEnd_4","GainEnd_5","GainEnd_6","GainEnd_7","GainEnd_8","GainEnd_9","GainEnd_10","GainEnd_11","GainEnd_12","GainEnd_13","GainEnd_14","GainEnd_15","GainEnd_16","GainEnd_17","GainEnd_18","GainEnd_19","GainEnd_20","GainEnd_21","GainEnd_22","GainEnd_23","GainEnd_24","GainEnd_25","LossNodeBegin_1","LossNodeBegin_2","LossNodeBegin_3","LossNodeBegin_4","LossNodeBegin_5","LossNodeBegin_6","LossNodeBegin_7","LossNodeBegin_8","LossNodeBegin_9","LossNodeBegin_10","LossNodeBegin_11","LossNodeBegin_12","LossNodeBegin_13","LossNodeBegin_14","LossNodeBegin_15","LossNodeBegin_16","LossNodeBegin_17","LossNodeBegin_18","LossNodeBegin_19","LossNodeBegin_20","LossNodeBegin_21","LossNodeBegin_22","LossNodeBegin_23","LossNodeBegin_24","LossNodeBegin_25","LossNodeEnd_1","LossNodeEnd_2","LossNodeEnd_3","LossNodeEnd_4","LossNodeEnd_5","LossNodeEnd_6","LossNodeEnd_7","LossNodeEnd_8","LossNodeEnd_9","LossNodeEnd_10","LossNodeEnd_11","LossNodeEnd_12","LossNodeEnd_13","LossNodeEnd_14","LossNodeEnd_15","LossNodeEnd_16","LossNodeEnd_17","LossNodeEnd_18","LossNodeEnd_19","LossNodeEnd_20","LossNodeEnd_21","LossNodeEnd_22","LossNodeEnd_23","LossNodeEnd_24","LossNodeEnd_25","LossBegin_1","LossBegin_2","LossBegin_3","LossBegin_4","LossBegin_5","LossBegin_6","LossBegin_7","LossBegin_8","LossBegin_9","LossBegin_10","LossBegin_11","LossBegin_12","LossBegin_13","LossBegin_14","LossBegin_15","LossBegin_16","LossBegin_17","LossBegin_18","LossBegin_19","LossBegin_20","LossBegin_21","LossBegin_22","LossBegin_23","LossBegin_24","LossBegin_25","LossEnd_1","LossEnd_2","LossEnd_3","LossEnd_4","LossEnd_5","LossEnd_6","LossEnd_7","LossEnd_8","LossEnd_9","LossEnd_10","LossEnd_11","LossEnd_12","LossEnd_13","LossEnd_14","LossEnd_15","LossEnd_16","LossEnd_17","LossEnd_18","LossEnd_19","LossEnd_20","LossEnd_21","LossEnd_22","LossEnd_23","LossEnd_24","LossEnd_25"
1510,"2Rate","Non",17,5,320.3,262.34,318,392,394,390,405,405,476,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,477,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,NA,256.688612,57.878975,114.86,175.7,260.304338,260.304338,299.263829,119.89,84.7631819999999,98.1899999999999,221.06911,251.752671,51.7946449999999,71.6652139999999,248.32,238.68,320.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,86.0599999999999,108.66,0,243.46,221.349062,0,0,80.0599999999999,130.055003,146.2,0,0,104.071293,141.38,262.34,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6727319999999,129.584846,173.946354,180.758664,188.739329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1599,"2Rate","Non",18,4,300.01,269.16,318,392,394,397,399,405,405,476,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,398,400,97,406,477,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,274.677042,62.161095,134.28,141.93,106.912474,279.106193,279.106193,281.979299,135.55,98.020003,94.220001,212.826596,242.651973,73.732204,115.921562,232.25,206.79,300.01,NA,NA,NA,NA,NA,NA,NA,0,0,98.09,59.88,50.22,0,269.16,233.95285,0,0,81.680001,125.564848,138.120001,0,0,129.791721,183.57,236.69,NA,NA,NA,NA,NA,NA,NA,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.950056,163.522953,169.976921,184.794433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1676,"2Rate","Non",17,6,312.11,279.37,318,392,394,397,397,405,405,476,505,506,553,556,559,573,568,558,383,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,398,399,97,406,477,193,194,554,557,560,263,268,578,587,NA,NA,NA,NA,NA,NA,NA,NA,311.560257,58.153089,123.37,129.74,129.74,276.752041,276.752041,281.178247,137.92,99.797813,107.949999,200.874869,238.455821,83.218787,130.725919,253.58284,312.11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,82.4999999999999,43.6,107.649957,0,259.07,228.061514,0,0,97.599999,117.706806,164.11,0,0,207.46,279.37,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.649957,135.408698,155.002494,160.954384,176.065391,196.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770,"2Rate","Non",17,5,310.11,256.01,318,392,394,390,405,405,476,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,477,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,NA,272.794209,65.3466519999999,127.71,188.18,272.509583,272.509583,299.522358,76.719999,53.981962,118.120001,227.355018,257.959125,74.216782,109.713097,230.47,194.48,310.11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,55.05,123.15,0,256.01,232.478942,0,0,78.360001,136.472613,171.9,0,0,122.68317,142.6,254.08,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.850942,129.659066,143.405137,151.009156,170.435195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1841,"2Rate","Non",19,4,276.33,224.91,318,392,394,397,399,405,405,476,505,506,554,554,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,12,81,396,398,400,97,406,477,193,194,245,246,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,248.696196,49.681432,106.52,123.4,98.4530710000001,256.225456,256.225456,262.389111,62.699999,43.770725,114.91,114.91,197.024834,215.490528,51.3295170000001,73.4939480000001,200,171.24,276.33,NA,NA,NA,NA,NA,NA,0,0,66.5000000000001,40.9200000000001,55.9900000000001,0,224.91,202.546464,0,0,0,0,116.889646,120.380001,0,0,100.687817,124.67,119.13,NA,NA,NA,NA,NA,NA,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.508716,133.391463,140.165392,156.529442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,"2Rate","Non",18,4,301.36,235.63,318,392,394,397,399,405,405,476,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,398,400,97,406,477,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,271.637798,67.1933950000001,123.34,135.42,117.906496,265.037258,265.037258,286.349268,125.759999,91.208631,93.950001,216.476848,238.63973,64.869825,94.565085,236.81,211.9,301.36,NA,NA,NA,NA,NA,NA,NA,0,0,67.3000000000001,55.7,86.84,0,235.63,226.607086,0,0,71.410001,127.716384,113.28,0,0,153.131207,152.33,235.45,NA,NA,NA,NA,NA,NA,NA,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.302547,159.633328,162.6656,171.564208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2030,"2Rate","Non",18,6,289.45,246.82,318,392,394,390,405,405,477,477,505,506,553,556,559,573,568,578,578,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,170,171,193,194,554,557,560,263,268,579,581,587,NA,NA,NA,NA,NA,NA,NA,223.591899,68.432841,120.94,166.48,262.562391,262.562391,229.066303,229.066303,97.020001,69.018069,95.27,202.33881,225.197232,64.604196,101.648456,206.72,206.72,289.45,NA,NA,NA,NA,NA,NA,NA,0,0,74.6100000000001,65.4,0,245.45,0,0,0,0,76.59,119.452245,120.67,0,0,77.433004,182.84,246.82,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.262093,142.752393,170.605349,177.179443,188.510603,182.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2182,"2Rate","Non",18,5,284.59,234.67,318,392,394,390,405,405,477,477,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,170,171,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,272.552955,75.3416980000001,134.07,179.99,258.797951,258.797951,233.085033,233.085033,80.3500020000001,56.7587190000001,106.07,206.66669,228.313545,60.060918,94.544255,211.91,188.08,284.59,NA,NA,NA,NA,NA,NA,NA,0,0,63.34,93.31,0,234.67,0,0,0,0,80.45,122.091115,120.22,0,0,125.543091,163.11,154.58,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.227481,131.272863,155.062473,161.494786,173.005797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202,"2Rate","Non",16,6,290.47,226.594723,318,392,394,390,386,477,477,505,506,553,556,559,573,568,558,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,405,170,171,193,194,554,557,560,263,268,578,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.331302,61.9130769999999,101.71,187.03,268.91,233.150038,233.150038,104.39,74.417153,98.84,205.213905,229.309032,48.5665900000001,76.4745290000001,247.1869,290.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,68.7099999999999,108.9,226.594723,0,0,0,0,69.11,121.051848,152.6,0,0,184.47,215.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.064741,134.3399,162.893491,167.374273,176.958235,157.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2206,"2Rate","Non",18,5,280.63,241.11,318,392,394,397,399,386,477,477,505,506,553,556,559,573,568,578,578,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,398,400,405,170,171,193,194,554,557,560,263,268,579,581,587,NA,NA,NA,NA,NA,NA,NA,268.969706,59.7293759999999,118.33,140.03,115.909496,260.95,229.268105,229.268105,87.049998,61.934253,100.81,201.207279,224.336428,64.3910619999999,101.242858,189.31,189.31,280.63,NA,NA,NA,NA,NA,NA,NA,0,0,84.49,38.2999999999999,76.1699999999999,227.8158,0,0,0,0,78.49,118.574893,135.26,0,0,91.2369479999999,163.8,241.11,NA,NA,NA,NA,NA,NA,NA,451,463,460,459,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,164,165,166,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.824123,147.541123,153.296851,165.470746,163.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2359,"2Rate","Non",18,4,318.76,279.62,318,392,394,397,399,405,405,476,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,398,400,97,406,477,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,300.243198,73.1237360000001,128.06,154.99,131.64591,289.726456,289.726456,308.163384,118.459999,85.3886490000001,102.11,234.410285,262.1157,82.417905,122.168557,230.99,221.01,318.76,NA,NA,NA,NA,NA,NA,NA,0,0,62.5400000000001,61.76,91.3900000000001,0,279.62,247.878495,0,0,79.4000000000001,140.556799,154.639999,0,0,127.908863,155.4,259.87,NA,NA,NA,NA,NA,NA,NA,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.641336,174.826767,183.471102,202.349463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2451,"2Rate","Non",18,4,302.52,242.52,318,392,394,397,399,405,405,476,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,398,400,97,406,477,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,302.060574,69.3570659999999,134.16,136.28,107.24234,271.56167,271.56167,282.045763,86.49,61.157171,81.609999,215.457539,241.088715,30.0837929999999,47.3764579999999,230.539999,206.169999,302.52,NA,NA,NA,NA,NA,NA,NA,0,0,98.4299999999999,49.35,61.77,0,242.52,236.182326,0,0,47.969999,127.33304,129.899999,0,0,110.275659,175.949999,163.27,NA,NA,NA,NA,NA,NA,NA,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.859101,157.587879,164.287672,177.15975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2629,"2Rate","Non",18,5,281.15,233.73,318,392,394,390,405,405,477,477,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,170,171,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,253.792562,61.328511,118.17,172.56,255.101574,255.101574,246.110176,246.110176,90.5,64.084203,85.790001,213.655094,235.816624,62.808193,98.87218,212.56,205.68,281.15,NA,NA,NA,NA,NA,NA,NA,0,0,67.34,91.78,0,233.73,0,0,0,0,52.280001,126.591526,144.79,0,0,95.6828389999999,144.44,184.17,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.839734,138.666022,168.981339,174.039359,180.550132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2635,"2Rate","Non",19,4,285.27,263.78,318,392,394,397,399,405,405,477,477,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,12,81,396,398,400,97,406,170,171,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,268.399119,120.638272,140.76,113.32,81.0372390000001,260.361181,260.361181,230.722337,230.722337,108.53,77.4884940000002,100.120001,216.365058,242.180332,50.1033630000001,78.9000160000001,238.480001,201.170001,285.27,NA,NA,NA,NA,NA,NA,0,0,73.9400000000001,40.4400000000001,40.1500000000001,0,248.03,0,0,0,0,84.3700010000001,129.050406,141.350001,0,0,148.355169,171.960001,263.78,NA,NA,NA,NA,NA,NA,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.226147,142.649948,149.665041,162.710324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2695,"2Rate","Non",17,5,315.73,247.83,318,392,394,390,405,405,476,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,477,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,NA,300.692593,88.141276,167.73,226.48,293.163955,293.163955,300.428985,114.16,81.145139,103.58,226.826917,254.650581,68.8132909999999,99.0819229999999,250.409999,226.059999,315.73,NA,NA,NA,NA,NA,NA,NA,NA,0,0,98.03,125.47,0,247.83,234.916559,0,0,71.45,133.911859,141.7,0,0,209.185726,179.929999,232.76,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.432083,136.1046,171.012143,178.284275,190.690105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2701,"2Rate","Non",17,5,303.16,266.05,318,392,394,390,405,405,476,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,477,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,NA,289.398255,64.590289,139.92,184.94,272.509817,272.509817,281.659385,98.239999,69.804166,112.38,217.767947,244.410984,80.018972,125.793304,237.18,177.58,303.16,NA,NA,NA,NA,NA,NA,NA,NA,0,0,91.63,111.96,0,251.42,229.472029,0,0,89.14,129.147186,113.97,0,0,122.702713,149.32,266.05,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.181431,138.276829,154.748186,163.981096,179.779401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2791,"2Rate","Non",4,19,358.77,333.57,315,504,573,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,505,263,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.77,167.368243,86.0149260000001,128.056008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.57,94.199999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,387,392,393,394,399,389,451,463,460,459,385,478,506,553,552,556,559,581,NA,NA,NA,NA,NA,NA,319,388,80,82,395,89,402,141,164,165,166,169,479,507,244,555,251,561,281,NA,NA,NA,NA,NA,NA,317.43237,283.37,86.534404,189.489657,187.4,97.505175,250.4,139.204643,149.165794,156.349472,179.193257,306.006819,288.84,65.146644,93.67,233.457196,224.712664,258.363658,215.93,NA,NA,NA,NA,NA,NA,297.31,147.26,0,0,73.0722,0,138.25,0,0,0,0,0,279.790079,12.940806,0,126.60646,0,225.463534,0,NA,NA,NA,NA,NA,NA
2816,"2Rate","Non",18,5,293.84,243.27,318,392,394,397,397,405,405,476,505,506,553,556,559,573,568,578,581,383,NA,NA,NA,NA,NA,NA,NA,12,81,396,398,399,97,406,477,193,194,554,557,560,263,268,579,582,587,NA,NA,NA,NA,NA,NA,NA,283.733977,54.9178479999999,120.04,104.24,104.24,272.862122,272.862122,278.336448,88.3300019999999,62.5028689999999,90.159999,212.056411,240.060714,78.382381,123.219646,227.2,211.55,293.84,NA,NA,NA,NA,NA,NA,NA,0,0,47.6,39.7899999999999,78.6913899999999,0,243.27,238.759004,0,0,73.699999,125.152137,128.78,0,0,155.767633,139.35,131.85,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6913899999999,127.68964,144.121396,150.922591,165.743296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3168,"2Rate","Non",16,6,285.77,267.99,318,392,394,390,405,405,476,505,506,553,556,559,573,568,558,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,477,193,194,554,557,560,263,268,578,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.756155,54.4651640000001,116.41,154.1,272.136758,272.136758,269.556274,91.440002,65.466778,111.990001,200.003688,225.980975,43.1973400000001,66.0683750000001,242.184745,285.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,74.7300000000001,108.07,0,267.99,175.70782,0,0,89.490001,127.229753,162.9,0,0,170.47,239.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5675430000001,142.278024,190.878199,197.532829,209.238478,162.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3303,"2Rate","Non",17,6,264.25,193.35,318,392,394,390,405,405,477,477,505,506,553,556,559,573,568,558,383,NA,NA,NA,NA,NA,NA,NA,NA,12,81,396,397,97,406,170,171,193,194,554,557,560,263,268,578,587,NA,NA,NA,NA,NA,NA,NA,NA,222.919823,79.995758,130.77,173.34,225.898792,225.898792,234.549855,234.549855,115.94,83.166439,132.970001,202.573055,216.593464,52.1499710000001,82.108903,237.91714,264.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,85.04,97.95,0,193.35,0,0,0,0,89.380001,120.162405,121.250001,0,0,183.4,163.91,NA,NA,NA,NA,NA,NA,NA,NA,399,451,463,460,459,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,141,164,165,166,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.4943880000001,94.6428980000001,100.314757,110.822128,122.631266,149.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
